pubmed_id	abstrct
21902800	Neuroimaging is becoming increasingly common in obesity research as investigators try to understand the neurological underpinnings of appetite and body weight in humans. Positron emission tomography (PET), functional magnetic resonance imaging (fMRI) and magnetic resonance imaging (MRI) studies examining responses to food intake and food cues, dopamine function and brain volume in lean vs. obese individuals are now beginning to coalesce in identifying irregularities in a range of regions implicated in reward (e.g. striatum, orbitofrontal cortex, insula), emotion and memory (e.g. amygdala, hippocampus), homeostatic regulation of intake (e.g. hypothalamus), sensory and motor processing (e.g. insula, precentral gyrus), and cognitive control and attention (e.g. prefrontal cortex, cingulate). Studies of weight change in children and adolescents, and those at high genetic risk for obesity, promise to illuminate causal processes. Studies examining specific eating behaviours (e.g. external eating, emotional eating, dietary restraint) are teaching us about the distinct neural networks that drive components of appetite, and contribute to the phenotype of body weight. Finally, innovative investigations of appetite-related hormones, including studies of abnormalities (e.g. leptin deficiency) and interventions (e.g. leptin replacement, bariatric surgery), are shedding light on the interactive relationship between gut and brain. The dynamic distributed vulnerability model of eating behaviour in obesity that we propose has scientific and practical implications.
22120186	Recent evidence indicates that the administration of inhibitors of neuronal nitric oxide synthase (nNOS) induces antidepressant-like effects in animal models such as the forced swimming test (FST). However, the neural circuits involved in these effects are not yet known. Therefore, this study investigated the expression of Fos protein, a marker of neuronal activity, in the brain of rats submitted to FST and treated with the preferential nNOS inhibitor, 7-nitroindazole (7-NI), or with classical antidepressant drugs (Venlafaxine and Fluoxetine). Male Wistar rats were submitted to a forced swimming pretest (PT) and, immediately after, started receiving a sequence of three ip injections (0, 5, and 23 h after PT) of Fluoxetine (10 mg/kg), Venlafaxine (10 mg/kg), 7-NI (30 mg/kg) or respective vehicles. One hour after the last drug injection the animals were submitted to the test session, when immobility time was recorded. After the FST they were sacrificed and had their brains removed and processed for Fos immunohistochemistry. Independent group of non-stressed animals received the same drug treatments, or no treatment (naïve). 7-NI, Venlafaxine or Fluoxetine reduced immobility time in the FST, an antidepressant-like effect. None of the treatments induce significant changes in Fos expression per se. However, swimming stress induced significant increases in Fos expression in the following brain regions: medial prefrontal cortex, nucleus accumbens, locus coeruleus, raphe nuclei, striatum, hypothalamic nucleus, periaqueductal grey, amygdala, habenula, paraventricular nucleus of hypothalamus, and bed nucleus of stria terminalis. This effect was attenuated by 7-NI, Venlafaxine or Fluoxetine. These results show that 7-NI produces similar behavioral and neuronal activation effects to those of typical antidepressants, suggesting that these drugs share common neurobiological substrates.
22125184	Placebo analgesia (PA) is one of the most studied placebo effects. Brain imaging studies published over the last decade, using either positron emission tomography (PET) or functional magnetic resonance imaging (fMRI), suggest that multiple brain regions may play a pivotal role in this process. However, there continues to be much debate as to which areas consistently contribute to placebo analgesia-related networks. In the present study, we used activation likelihood estimation (ALE) meta-analysis, a state-of-the-art approach, to search for the cortical areas involved in PA in human experimental pain models. Nine fMRI studies and two PET studies investigating cerebral hemodynamic changes were included in the analysis. During expectation of analgesia, activated foci were found in the left anterior cingulate, right precentral, and lateral prefrontal cortex and in the left periaqueductal gray (PAG). During noxious stimulation, placebo-related activations were detected in the anterior cingulate and medial and lateral prefrontal cortices, in the left inferior parietal lobule and postcentral gyrus, anterior insula, thalamus, hypothalamus, PAG, and pons; deactivations were found in the left mid- and posterior cingulate cortex, superior temporal and precentral gyri, in the left anterior and right posterior insula, in the claustrum and putamen, and in the right thalamus and caudate body. Our results suggest on one hand that the modulatory cortical networks involved in PA largely overlap those involved in the regulation of emotional processes, on the other that brain nociceptive networks are downregulated in parallel with behavioral analgesia. Hum Brain Mapp, 2013. © 2011 Wiley Periodicals, Inc.
22139325	Given that a number of recent studies have shown attenuated brain activation in prefrontal regions in children with ADHD, it has been recognized as a disorder in executive function. However, fewer studies have focused exclusively on the compensatory brain activation in ADHD. The present study objective was to investigate the compensatory brain activation patterns during response inhibition (RI) processing in ADHD children. In this study, 15 ADHD children and 15 sex-, age-, and IQ-matched control children were scanned with a 3-T MRI equipment while performing a simplified letter Go/No-go task. The results showed more brain activation in the ADHD group compared with the control group, whereas the accuracy and reaction time of behavioral performance were the same. Children with ADHD did not activate the normal RI brain circuits, which are thought to be predominantly located in the right middle/inferior frontal gyrus (BA46/44), right inferior parietal regions (BA40), and pre-SMA(BA6), but instead, activated brain regions, such as the left inferior frontal cortex, the right inferior temporal cortex, the right precentral gyrus, the left postcentral gyrus, the inferior occipital cortex, the middle occipital cortex, the right calcarine, the right hippocampus, the right midbrain, and the cerebellum. Our conclusion is that children with ADHD tend to compensatorily use more posterior and diffusive brain regions to sustain normal RI function.
22219130	The pathophysiological mechanism(s) underlying Alzheimer's disease (AD) still remain unclear, and no disease-modifying or prophylactic therapies are currently available. Unraveling the fundamental neuropathogenesis of AD is an important challenge. Several studies on AD have suggested lesions in a number of CNS areas including the basal forebrain, hippocampus, entorhinal cortex, amygdale/insula, and the locus coeruleus. However, plausible unifying studies on the upstream factors that involve these heterogeneous regions and herald the onset of AD pathogenesis are not available. The current article presents a novel nucleus tractus solitarius (NTS) vector hypothesis that underpins several disparate biological mechanisms and neural circuits, and identifies relevant hallmarks of major presumptive causative factor(s) linked to the NTS, in older/aging individuals. Aging, obesity, infection, sleep apnea, smoking, neuropsychological states, and hypothermia-all activate inflammatory cytokines and oxidative stress. The synergistic impact of systemic proinflammatory mediators activates microglia and promotes neuroinflammation. Acutely, the innate immune response is protective defending against pathogens/toxins; however, when chronic, it causes neuroinflammation and neuronal dysfunction, particularly in brainstem and neocortex. The NTS in the brainstem is an essential multiple signaling hub, and an extremely important central integration site of baroreceptor, chemoreceptor, and a multitude of sensory afferents from gustatory, gastrointestinal, cardiac, pulmonary, and upper airway systems. Owing to persistent neuroinflammation, the dysfunctional NTS exerts deleterious impact on nucleus ambiguus, dorsal motor nucleus of vagus, hypoglossal, parabrachial, locus coeruleus and many key nuclei in the brainstem, and the hippocampus, entorhinal cortex, prefrontal cortex, amygdala, insula, and basal forebrain in the neocortex. The neuronal and synaptic dysfunction emanating from the inflamed NTS may affect its interconnected pathways impacting almost the entire CNS--which is already primed by neuroinflammation, thus promoting cognitive and neuropsychiatric symptoms. The upstream factors discussed here may underpin the neuropathopgenesis of AD. AD pathology is multifactorial; the current perspective underscores the value of attenuating disparate upstream factors--in conjunction with anticholinesterase, anti-inflammatory, immunosuppressive, and anti-oxidant pharmacotherapy. Amelioration of the NTS pathology may be of central importance in countering the neuropathological cascade of AD. The NTS, therefore, may be a potential target of novel therapeutic strategies.
22306285	Sensory input from the airways to suprapontine brain regions contributes to respiratory sensations and the regulation of respiratory function. However, relatively little is known about the central organization of this higher brain circuitry. We exploited the properties of the H129 strain of herpes simplex virus 1 (HSV-1) to perform anterograde transneuronal tracing of the central projections of airway afferent nerve pathways. The extrathoracic trachea in Sprague-Dawley rats was inoculated with HSV-1 H129, and tissues along the neuraxis were processed for HSV-1 immunoreactivity. H129 infection appeared in the vagal sensory ganglia within 24 h and the number of infected cells peaked at 72 h. Brainstem nuclei, including the nucleus of the solitary tract and trigeminal sensory nuclei were infected within 48 h, and within 96 h infected cells were evident within the pons (lateral and medial parabrachial nuclei), thalamus (ventral posteromedial, ventral posterolateral, submedius, and reticular nuclei), hypothalamus (paraventricular and lateral nuclei), subthalamus (zona incerta), and amygdala (central and anterior amygdala area). At later times H129 was detected in cortical forebrain regions including the insular, orbital, cingulate, and somatosensory cortices. Vagotomy significantly reduced the number of infected cells within vagal sensory nuclei in the brainstem, confirming the main pathway of viral transport is through the vagus nerves. Sympathetic postganglionic neurons in the stellate and superior cervical ganglia were infected by 72 h, however, there was no evidence for retrograde transynaptic movement of the virus in sympathetic pathways in the central nervous system (CNS). These data demonstrate the organization of key structures within the CNS that receive afferent projections from the extrathoracic airways that likely play a role in the perception of airway sensations.
22541365	Resting-state functional magnetic resonance imaging (fMRI) has been used to detect the alterations of spontaneous neuronal activity in various neuropsychiatric diseases, but rarely in low-grade hepatic encephalopathy (HE), a common neuropsychiatric complication of liver cirrhosis. We conducted a resting-state fMRI in 19 healthy controls, 18 cirrhotic patients without HE, and 22 cirrhotic patients with low-grade HE. The amplitude of low-frequency fluctuations (ALFF) of fMRI signal was computed to measure the spontaneous neuronal activity. Several regions showing significant ALFF differences among three groups were the precuneus, occipital lobe, left frontal lobe and anterior/middle cingulate cortex, and left cerebellum posterior lobe. Compared to controls or patients without HE, patients with low-grade HE showed decreased ALFF in the precuneus and adjacent cuneus, visual cortex, and left cerebellum posterior lobe. Compared to controls, patients with low-grade HE showed higher ALFF in both cortical and subcortical regions, including the right middle cingulate gyrus, and left anterior/middle cingulate gyrus, inferior frontal gyrus, insula lobe, parahippocampal gyrus, middle temporal gyrus and lentiform nucleus; compared to patients without HE, patients with low-grade HE showed higher ALFF in the left medial frontal gyrus and anterior cingulate gyrus, bilateral superior frontal gyrus, and right middle frontal gyrus. Moreover, correlations between ALFF changes and poor neurocognitive performances were found in patients with low-grade HE. These results suggested the existence of aberrant brain activity at the baseline state in low-grade HE, which may be implicated in the neurological pathophysiology underlying HE.
22633752	We described the clinical course and pathological findings in a child with TUBA1A mutation. MRI revealed marked ventricular dilation with thin cortex, poorly differentiated basal ganglia, agenesis of corpus callosum, cerebellar hypoplasia with preserved vermis at 2months of age. No gain of developmental milestones was observed until she died with respiratory failure at 23months of age. A de novo missense mutation of c.1096G>A (G366R) was identified in TUBA1A gene. Pathological findings included a lack in lamination in the cerebral cortex, absent corpus callosum without Probst bundle, blurred demarcation among the striatum, internal capsule and globus pallidus in association with irregular running of myelinated fibers, cerebellar hypoplasia with irregular undulation in the dentate nucleus and inferior olivary nucleus, absent olfactory bulbs and tracts, and pyramidal tract hypoplasia. These findings are consistent with previous reports and will be a clue to diagnosis of TUBA1A mutation.
22634385	Ghrelin is not only a modulator of feeding and energy expenditure but also regulates reproductive functions, CNS development and mood. Obesity and major depression are growing public health concerns which may derive, in part, from dysregulation of ghrelin feedback at brain regions regulating feeding and mood. We and others have previously reported that thyrotropin-releasing hormone (TRH, pGlu-His-Pro-NH(2)) and TRH-like peptides (pGlu-X-Pro-NH(2), where "X" can be any amino acid residue) have neuroprotective, antidepressant, anti-epileptic, analeptic, anti-ataxic, and anorectic properties. For this reason male Sprague-Dawley rats were injected ip with 0.1mg/kg rat ghrelin or 0.9mg/kg 3-Trp-rat ghrelin. Twelve brain regions: cerebellum, medulla oblongata, anterior cingulate, posterior cingulate, frontal cortex, nucleus accumbens, hypothalamus, entorhinal cortex, hippocampus, striatum, amygdala, piriform cortex and 5 peripheral tissues (adrenals, testes, epididymis, pancreas and prostate) were analyzed. Rapid and profound decreases in TRH and TRH-like peptide levels (increased release) occurred throughout brain and peripheral tissues following ip ghrelin. Because ghrelin is rapidly deacylated in vivo we also studied 3-Trp-ghrelin which cannot be deacylated. Significant increases in TRH and TRH-like peptide levels following 3-Trp-ghrelin, relative to those after ghrelin were observed in all brain regions except posterior cingulate and all peripheral tissues except prostate and testis. The rapid stimulation of TRH and TRH-like peptide release by ghrelin in contrast with the inhibition of such release by 3-Trp-TRH is consistent with TRH and TRH-like peptides modulating the downstream effects of both ghrelin and unacylated ghrelin.
22710962	α-Synuclein pathology was examined in the brains and spinal cords of 10 patients with amyotrophic lateral sclerosis (ALS)/parkinsonism-dementia complex (PDC) in the Kii Peninsula, Japan. Various types of phosphorylated α-synuclein-positive structures including neuronal cytoplasmic inclusions, dystrophic neurites, and glial cytoplasmic inclusions were found in all ALS/PDC cases. There were phosphorylated α-synuclein-positive neurons in 8 cases (80%), and the amygdala was most severely affected. Phosphorylated α-synuclein was distributed mainly in the limbic system and brainstem; tau pathology was more prevalent than α-synuclein pathology in most affected areas. In the substantia nigra, periaqueductal gray, locus coeruleus, raphe nuclei, dorsal nucleus of the vagus nerve, hypoglossal nucleus or ventral horn, and intermediolateral nucleus of the spinal cord, α-synuclein pathology was more predominant than tau pathology in only 1 or 2 patients. Phosphorylated α-synuclein- positive structures were not found in the molecular layer of the cerebellum. Phosphorylated α-synuclein frequently colocalized with tau in neuron cell bodies, neurites, and glia. Immunoblots of sarkosyl-insoluble fractions extracted from the brain of 1 patient showed a triplet of α-synuclein-immunoreactive bands that were ubiquitinated. These results suggest that interaction between tau and α-synuclein be involved in the pathogenesis of Kii ALS/PDC.
22740031	The rostral ventrolateral medulla (RVLM) contains neurons critical for cardiovascular, respiratory, metabolic, and motor control. The activity of these neurons is controlled by inputs from multiple identified brain regions; however, the neurochemistry of these inputs is largely unknown. Gamma-aminobutyric acid (GABA) and enkephalin tonically inhibit neurons within the RVLM. The aim of this study was to identify all brain regions that provide GABAergic or enkephalinergic input to the rat RVLM. Neurons immunoreactive for cholera toxin B (CTB-ir), retrogradely transported from the RVLM, were assessed for expression of glutamic acid decarboxylase (GAD67) or preproenkephalin (PPE) mRNA using in situ hybridization. GAD67 mRNA was expressed in CTB-ir neurons in the following regions: the nucleus of the solitary tract (NTS, 6% of CTB-ir neurons), area postrema (AP, 8%), caudal ventrolateral medulla (17%), midline raphe (40%), ventrolateral periaqueductal gray (VLPAG, 15%), lateral hypothalamic area (LHA, 25%), central nucleus of the amygdala (CeA, 77%), sublenticular extended amygdala (SLEA, 86%), interstitial nucleus of the posterior limb of the anterior commissure (IPAC, 56%), bed nucleus of the stria terminals (BNST, 59%), and medial preoptic area (MPA, 53%). PPE mRNA was expressed in CTB-ir neurons in the following regions: the NTS (14% of CTB-ir neurons), midline raphe (26%), LHA (22%), zona incerta (ZI, 15%), CeA (5%), paraventricular nucleus (PVN, 13%), SLEA (66%), and MPA (26%). Thus, limited brain regions contribute GABAergic and/or enkephalinergic input to the RVLM. Multiple neurochemically distinct pathways originate from these brain regions projecting to the RVLM. J. Comp. Neurol. 521:213-232, 2013. © 2012 Wiley Periodicals, Inc.
22759909	Craving is an important factor in relapse to drug abuse, and cue-induced craving is an especially powerful form of this construct. Neuroimaging methods have been utilized to study drug cue-induced craving and neural correlates in the human brain. However, very few studies have focused on characterizing craving and the neural responses to heroin-related cues in short-term abstinent heroin-dependent patients. Twenty-four heroin-dependent subjects and 20 demographically matched drug-naïve subjects participated in this study. An event-related cue-reactivity paradigm was employed, while changes in blood oxygen level-dependent (BOLD) signals were acquired by functional magnetic resonance imaging (fMRI). The heroin-dependent group reported significantly increased craving following exposure to heroin-related cues. Direct comparison between the two groups showed that brain activation to heroin-related minus neutral cues was significantly greater for the heroin-dependent group in the bilateral nucleus accumbens (NAc), caudate, putamen, amygdala, hippocampus/parahippocampus, midcingulate cortex, dorsolateral prefrontal cortex (DLPFC), orbitofrontal cortex (OFC), medial frontal gyrus (MeFG), midbrain, thalamus, left anterior cingulate cortex (ACC), posterior cingulate cortex (PCC), and subcallosal gyrus. Changes in craving in the heroin-dependent group correlated positively with brain activation in the bilateral NAc, caudate, right putamen, and left ACC. The abstinence duration correlated positively with brain activation in the left caudate and right parahippocampal gyrus. In conclusion, the cue-reactivity paradigm significantly activated neural responses in the mesolimbic dopamine (DA) system and prefrontal cortex (PFC) and induced increased craving in short-term abstinent heroin-dependent patients. We suggest that these response patterns characterize the high vulnerability of relapse in short-term abstinent heroin-dependent subjects.
22771856	Friedreich's ataxia (FRDA) is the most common form of hereditary ataxia. In addition to proximal spinal cord and brain stem atrophy, mild to moderate atrophy of the cerebellum has been reported in advanced FRDA. The aim of this study was to examine dysfunction in motor-related areas involved in the execution of finger tapping tasks in individuals with FRDA, and to investigate functional re-organization of cortico-cerebellar, cortico-striatal and parieto-frontal loops as a result of the cerebellar pathology. Thirteen right-handed individuals with FRDA and fourteen right-handed controls participated. Functional MRI images were acquired during four different finger tapping tasks consisting of visually cued regular and irregular single finger tapping tasks, a self-paced regular finger tapping task, and a visually cued multi-finger tapping task. Both groups showed significant activation of the motor-related network including the pre-central cortex and supplementary motor area bilaterally; the left primary motor cortex, somatosensory cortex and putamen; and the right cerebellum. During the visually cued regular finger tapping task, the right hemisphere of the cerebellar cortex, bilateral supplementary motor areas and right inferior parietal cortex showed higher activation in the healthy control group, while in individuals with FRDA the left premotor cortex, left somatosensory cortex and left inferior parietal cortex were more active. In addition, during the visually cued irregular finger tapping task, the right middle temporal gyrus in the control group and the right superior parietal lobule and left superior and middle temporal gyri in the individuals with FRDA showed higher activation. During visually cued multi-finger tapping task, the control group showed higher activation in the bilateral middle frontal gyri, bilateral somatosensory cortices, bilateral inferior parietal lobules, left premotor cortex, left supplementary area, right superior frontal gyrus and right cerebellum, while individuals with FRDA showed increased activity in the left inferior parietal lobule, left primary motor cortex, left middle occipital gyrus, right somatosensory cortex and the left cerebellum. Only the right crus I/II of the cerebellum showed higher activation in individuals with FRDA during the self-paced regular finger tapping task, whereas wide-spread regions including the left superior frontal gyrus, left central opercular cortex, left somatosensory cortex, left putamen, right cerebellum, bilateral primary motor cortices, bilateral inferior parietal lobules and the left insula were more active in the control group. Although the pattern of the BOLD signal from the putamen was different during the self-paced regular finger tapping task to the other tasks in controls, in individuals with FRDA there was no distinction of the signal between the tasks suggesting that primary cerebellar pathology may cause secondary basal ganglia dysregulation. While individuals with FRDA tapped at a slightly lower rate (0.59Hz) compared with controls (0.74Hz) they showed significantly decreased activity of the SMA and the inferior parietal lobule, which may suggest disruption to the fronto-parietal connections. These findings suggest that the motor impairments in individuals with FRDA result from dysfunction extending beyond the spinal cord and cerebellum to include sub-cortical and cortical brain regions.
22813979	Functional changes in basal ganglia circuitry are responsible for the major clinical features of Parkinson's disease (PD). Current models of basal ganglia circuitry can only partially explain the cardinal symptoms in PD. We used functional MRI to investigate the causal connectivity of basal ganglia networks from the substantia nigra pars compacta (SNc) in PD in the movement and resting state. In controls, SNc activity predicted increased activity in the supplementary motor area, the default mode network, and dorsolateral prefrontal cortex, but, in patients, activity predicted decreases in the same structures. The SNc had decreased connectivity with the striatum, globus pallidus, subthalamic nucleus, thalamus, supplementary motor area, dorsolateral prefrontal cortex, insula, default mode network, temporal lobe, cerebellum, and pons in patients compared to controls. Levodopa administration partially normalized the pattern of connectivity. Our findings show how the dopaminergic system exerts influences on widespread brain networks, including motor and cognitive networks. The pattern of basal ganglia network connectivity is abnormal in PD secondary to dopamine depletion, and is more deviant in more severe disease. Use of functional MRI with network analysis appears to be a useful method to demonstrate basal ganglia pathways in vivo in human subjects.
22855800	Alexander disease is a fatal neurodegenerative disease caused by dominant mutations in glial fibrillary acidic protein (GFAP). The disease is characterized by protein inclusions called Rosenthal fibers within astrocyte cell bodies and processes, and an antioxidant response mediated by the transcription factor Nrf2. We sought to test whether further elevation of Nrf2 would be beneficial in a mouse model of Alexander disease. Forcing overexpression of Nrf2 in astrocytes of R236H GFAP mutant mice decreased GFAP protein in all brain regions examined (olfactory bulb, hippocampus, cerebral cortex, brainstem, cerebellum, and spinal cord) and decreased Rosenthal fibers in olfactory bulb, hippocampus, corpus callosum, and brainstem. Nrf2 overexpression also restored body weights of R236H mice to near wild-type levels. Nrf2 regulates several genes involved in homeostasis of the antioxidant molecule glutathione, and the neuroprotective effects of Nrf2 in other neurological disorders may reflect restoration of glutathione to normal levels. However, glutathione levels in R236H mice were not decreased. Nrf2 overexpression did not change glutathione levels or ratio of reduced to oxidized glutathione (indicative of oxidative stress) in olfactory bulb, where Nrf2 dramatically reduced GFAP. Depletion of glutathione through knock-out of the GCLM (glutamate-cysteine ligase modifier subunit) also did not affect GFAP levels or body weight of R236H mice. These data suggest that the beneficial effects of Nrf2 are not mediated through glutathione.
22937041	Amblyopia, also known as lazy eye, usually occurs during early childhood and results in poor or blurred vision. Recent neuroimaging studies have found cortical structural/functional abnormalities in amblyopia. However, until now, it was still not known whether the spontaneous activity of the brain changes in amblyopia subjects. In the present study, regional homogeneity (ReHo), a measure of the homogeneity of functional magnetic resonance imaging signals, was used for the first time to investigate changes in resting-state local spontaneous brain activity in individuals with anisometropic amblyopia. Compared with age- and gender-matched subjects with normal vision, the anisometropic amblyopia subjects showed decreased ReHo of spontaneous brain activity in the right precuneus, the left medial prefrontal cortex, the left inferior frontal gyrus, and the left cerebellum, and increased ReHo of spontaneous brain activity was found in the bilateral conjunction area of the postcentral and precentral gyri, the left paracentral lobule, the left superior temporal gyrus, the left fusiform gyrus, the conjunction area of the right insula, putamen and the right middle occipital gyrus. The observed decreases in ReHo may reflect decreased visuo-motor processing ability, and the increases in ReHo in the somatosensory cortices, the motor areas and the auditory area may indicate compensatory plasticity in amblyopia.
22978651	The identification and functional understanding of the neurocircuitry that mediates alcohol and drug effects that are relevant for the development of addictive behavior is a fundamental challenge in addiction research. Here we introduce an assumption-free construction of a neurocircuitry that mediates acute and chronic drug effects on neurotransmitter dynamics that is solely based on rodent neuroanatomy. Two types of data were considered for constructing the neurocircuitry: (1) information on the cytoarchitecture and neurochemical connectivity of each brain region of interest obtained from different neuroanatomical techniques; (2) information on the functional relevance of each region of interest with respect to alcohol and drug effects. We used mathematical data mining and hierarchical clustering methods to achieve the highest standards in the preprocessing of these data. Using this approach, a dynamical network of high molecular and spatial resolution containing 19 brain regions and seven neurotransmitter systems was obtained. Further graph theoretical analysis suggests that the neurocircuitry is connected and cannot be separated into further components. Our analysis also reveals the existence of a principal core subcircuit comprised of nine brain regions: the prefrontal cortex, insular cortex, nucleus accumbens, hypothalamus, amygdala, thalamus, substantia nigra, ventral tegmental area and raphe nuclei. Finally, by means of algebraic criteria for synchronizability of the neurocircuitry, the suitability for in silico modeling of acute and chronic drug effects is indicated. Indeed, we introduced as an example a dynamical system for modeling the effects of acute ethanol administration in rats and obtained an increase in dopamine release in the nucleus accumbens-a hallmark of drug reinforcement-to an extent similar to that seen in numerous microdialysis studies. We conclude that the present neurocircuitry provides a structural and dynamical framework for large-scale mathematical models and will help to predict chronic drug effects on brain function.
22982941	Objective The aim of the present work was to observe the activation/deactivation of cerebral functional regions after electroacupuncture (EA) at Yintang (EX-HN3) and GV20 by functional MRI (fMRI). Design A total of 12 healthy volunteers were stimulated by EA at Yintang and GV20 for 30 min. Resting-state fMRI scans were performed before EA, and at 5 and 15 min after needle removal. Statistical parametric mapping was used to preprocess initial data, and regional homogeneity (ReHo) and amplitude of low-frequency fluctuation (ALFF) were analysed. Results ReHo at 5 min post stimulation showed increases in the left temporal lobe and cerebellum and decreases in the left parietal lobe, occipital lobe and right precuneus. At 15 min post stimulation, ReHo showed increases in the left fusiform gyrus; lingual gyrus; middle temporal gyrus; postcentral gyrus; limbic lobe; cingulate gyrus; paracentral lobule; cerebellum, posterior lobe, declive; right cuneus and cerebellum, anterior lobe, culmen. It also showed decreases in the left frontal lobe, parietal lobe, right temporal lobe, frontal lobe, parietal lobe and right cingulate gyrus. ALFF at 5 min post stimulation showed increases in the right temporal lobe, but decreases in the right limbic lobe and posterior cingulate gyrus. At 15 min post stimulation ALFF showed increases in the left frontal lobe, parietal lobe, occipital lobe, right temporal lobe, parietal lobe, occipital lobe and cerebellum, but decreases in the left frontal lobe, anterior cingulate gyrus, right frontal lobe and posterior cingulate gyrus. Conclusions After EA stimulation at Yintang and GV20, which are associated with psychiatric disorder treatments, changes were localised in the frontal lobe, cingulate gyrus and cerebellum. Changes were higher in number and intensity at 15 min than at 5 min after needle removal, demonstrating lasting and strong after-effects of EA on cerebral functional regions.
22989895	The cocaine- and amphetamine-regulated transcript (CART) peptide is widely distributed in the brains of adult vertebrates including amphibians. Several physiological roles of CART have been intensely investigated in mammals. Despite these studies, the expression of CART during development of brain has not been studied in amphibians. In the present study, distribution of CART was investigated during development in the post hatched stage 23 to premetamorphic stage 30 of frog Microhyla ornata. CART is expressed as early as in stage 23 in ventral thalamus and rhombencephalon. As development progressed, CART immunoreactivity was observed in the olfactory bulb, telencephalon, rhombencephalon and spinal cord in stage 24. At stage 25, the CART immunoreactivity was observed in the ventromedial thalamic nucleus, posterocentral thalamic nucleus, torus nucleus, central gray and inferior reticular nucleus. In stage 26, CART reactivity was seen in the medial septum, preoptic area, nucleus entopeduncularis, magnocellular nucleus, median eminence, optic tectum, hypophysis and cerebellum. Additionally, CART immunoreactivity was observed in the medial pallium, anterior commissure, nucleus infundibularis dorsalis, ventralis and raphe nucleus at stage 30. The occurrences of CART immunoreactivity at early stage of development suggest that the peptide may have a functional significance during development. The wider appearance of CART in the brain of tadpoles, M. ornata suggests that the peptide may act as a neurohormone during the ontogeny.
23056337	Levodopa (L-dopa) effects on the cardinal and axial symptoms of Parkinson's disease (PD) differ greatly, leading to therapeutic challenges for managing the disabilities in this patient's population. In this context, we studied the cerebral networks associated with the production of a unilateral hand movement, speech production, and a task combining both tasks in 12 individuals with PD, both off and on levodopa (L-dopa). Unilateral hand movements in the off medication state elicited brain activations in motor regions (primary motor cortex, supplementary motor area, premotor cortex, cerebellum), as well as additional areas (anterior cingulate, putamen, associative parietal areas); following L-dopa administration, the brain activation profile was globally reduced, highlighting activations in the parietal and posterior cingulate cortices. For the speech production task, brain activation patterns were similar with and without medication, including the orofacial primary motor cortex (M1), the primary somatosensory cortex and the cerebellar hemispheres bilaterally, as well as the left- premotor, anterior cingulate and supramarginal cortices. For the combined task off L-dopa, the cerebral activation profile was restricted to the right cerebellum (hand movement), reflecting the difficulty in performing two movements simultaneously in PD. Under L-dopa, the brain activation profile of the combined task involved a larger pattern, including additional fronto-parietal activations, without reaching the sum of the areas activated during the simple hand and speech tasks separately. Our results question both the role of the basal ganglia system in speech production and the modulation of task-dependent cerebral networks by dopaminergic treatment.
23084984	Antidepressant treatments, including those that increase serotonin (5-HT) neurotransmission, require several weeks or months until the onset of the therapeutic effect in depressed patients. The negative feedback on 5-HT transmission exhibited by the 5-HT(1A) and 5-HT(1B) autoreceptors has been postulated as a possible delaying factor. The aim of the present study was to assess the effect of the acute and subchronic treatment with pindolol, a 5-HT(1A/1B,) β(1) and β(2) adrenoceptor antagonist, on 5-HT synthesis, one of the key parameters of 5-HT neurotransmission. Male Sprague-Dawley (SPD) rats (180-220g) were treated with pindolol or an adequate volume of saline, administered either acutely (15mg/kg i.p.; SPD-AC-SAL, SPD-AC-TR) or subchronically (15mg/kgday i.p. for 7days; SPD-SUBCHR-SAL, SPD-SUBCHR-TR). Thirty minutes following the single i.p. injection (acute experiment) or at the 8th day following the commencement of the subchronic treatment (subchronic experiment), 5-HT synthesis was measured using α-[(14)C]methyl-l-tryptophan autoradiography. The analysis of variance (ANOVA), followed by the Benjamini-Hochberg correction for multiple comparisons, revealed: (1) a significant increase of 5-HT synthesis in the SPD-AC-TR rats, relative to the SPD-AC-SAL rats in all brain regions examined except the substantia nigra - pars reticularis, dorsal subiculum, inferior olive, raphe magnus and raphe obscurus and (2) a significant increase of 5-HT synthesis in the SPD-SUBCHR-TR rats, relative to the SPD-SUBCHR-SAL rats in all brain regions except the median raphe, hypothalamus and raphe pontine. On the basis of these results, we hypothesized that the antagonism of the 5-HT(1A/1B) receptors prevents the negative feedback mediated by these receptors on 5-HT synthesis, resulting in a persistent increase of 5-HT synthesis. The results accord with clinical reports on the utility of pindolol in the augmentation of antidepressant treatment.
23131737	Abstract The central mechanism of pain is influenced by multiple factors including the quality of stimulation, cognition, psychological status, environment, and genetics. The region of the brain modulated by painful sensation, taken together, are termed as "pain matrix," composing primary/secondary somatosensory area, thalamus, insula, prefrontal cortex, anterior cingulate cortex, basal ganglia, limbic system, brainstem, and cerebellum. The degrees of noxious stimulation and chronic spontaneous pain are associated with activity in the insula and the anterior cingulate cortex, which is involved in the emotional dimension of pain. Brain activation by allodynia is observed in the thalamus, prefrontal cortex, anterior cingulate, insula, and cerebellum and relates to attention and sensory-motor integration. Molecular neuroimaging studies indicate that the underlying pathophysiology of pain is related to the dopaminergic system, opioidergic system, and brain inflammation. Functional neuroimaging can elucidate the pathophysiology of acute and chronic pain syndromes, and thus objectively evaluate the degree of pain sensation, enabling us to plan pain control therapies for the future.
